Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
Female,71,No,0,0,45,None,Yes,12.67,Yes,Yes,Fiber Optic,4,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,97.05,4385.05,0,0,570.15,4955.2
Female,45,No,0,0,1,None,Yes,49.51,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,19.9,19.9,0,0,49.51,69.41
Male,66,Yes,0,1,12,None,Yes,48.5,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1218.55,0,0,582,1800.55
Male,35,Yes,0,3,63,Offer B,Yes,12.15,Yes,Yes,DSL,21,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,75.7,4676.7,0,0,765.45,5442.15
Male,27,No,0,0,4,Offer E,Yes,44.16,Yes,Yes,Fiber Optic,82,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.1,336.15,0,0,176.64,512.79
Female,40,No,0,0,6,None,Yes,25.93,No,Yes,Fiber Optic,24,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.9,497.55,0,0,155.58,653.13
Male,79,Yes,0,9,68,None,No,,,Yes,Cable,28,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,41.95,2965.75,0,0,0,2965.75
Female,28,Yes,0,8,72,None,Yes,12.87,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.4,1496.45,0,0,926.64,2423.09
Female,46,Yes,0,2,71,Offer A,No,,,Yes,DSL,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.4,4310.35,0,0,0,4310.35
Female,52,Yes,1,8,72,Offer A,Yes,6.85,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.45,5165.7,0,0,493.2,5658.9
Female,40,Yes,0,9,64,None,Yes,49.39,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.55,1714.95,0,0,3160.96,4875.91
Male,25,No,0,0,9,None,Yes,46.34,No,Yes,Fiber Optic,59,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,86.25,770.5,0,0,417.06,1187.56
Male,72,No,0,0,60,None,Yes,10.2,Yes,Yes,DSL,29,Yes,Yes,No,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,71.75,4374.55,0,10,612,4996.55
Male,21,No,0,0,3,Offer E,Yes,29.84,No,Yes,Fiber Optic,30,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.7,256.75,0,0,89.52,346.27
Female,53,No,1,0,26,None,Yes,16.34,Yes,Yes,DSL,19,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.5,1265.65,0,150,424.84,1840.49
Female,69,Yes,0,1,50,None,Yes,4.6,No,Yes,Cable,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,3444.85,0,0,230,3674.85
Male,27,No,0,0,1,Offer E,Yes,11.06,No,Yes,DSL,58,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.1,45.1,0,0,11.06,56.16
Female,62,No,0,0,41,None,Yes,12.42,No,Yes,Cable,12,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,50.05,2029.05,0,0,509.22,2538.27
Male,48,Yes,0,1,53,Offer B,Yes,15.77,No,Yes,Fiber Optic,9,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.25,4867.95,0,0,835.81,5703.76
Male,45,No,0,0,1,None,Yes,15.77,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.75,19.75,0,0,15.77,35.52
Female,29,No,0,0,4,None,Yes,43.45,No,Yes,Fiber Optic,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.65,443.9,0,0,173.8,617.7
Male,51,No,0,0,45,Offer B,Yes,24.75,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.65,4747.85,0,0,1113.75,5861.6
Female,48,No,0,0,50,None,No,,,Yes,DSL,6,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,39.7,1932.75,0,0,0,1932.75
Male,33,Yes,0,1,23,Offer D,Yes,19.2,Yes,Yes,Fiber Optic,7,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,2186.4,0,0,441.6,2628
Male,54,Yes,0,10,44,Offer B,Yes,15.33,Yes,No,,,,,,,,,,,One Year,No,Credit Card,25.7,1110.5,0,0,674.52,1785.02
Male,58,No,0,0,2,None,Yes,1.97,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.75,39.3,0,0,3.94,43.24
Male,55,No,0,0,72,Offer A,Yes,29.03,Yes,Yes,DSL,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.3,5997.1,0,0,2090.16,8087.26
Male,32,Yes,0,6,42,None,No,,,Yes,DSL,26,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,45.1,2049.05,0,0,0,2049.05
Female,48,No,0,0,26,None,Yes,17.53,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1834.95,0,0,455.78,2290.73
Female,33,No,1,0,12,None,Yes,5.16,No,Yes,DSL,16,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.55,480.6,18.21,0,61.92,524.31
Male,21,Yes,0,1,47,None,Yes,20.93,Yes,Yes,Fiber Optic,85,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,95.2,4563,0,80,983.71,5626.71
Male,50,No,0,0,1,Offer E,Yes,6.95,No,Yes,DSL,11,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.9,50.9,0,0,6.95,57.85
Male,43,Yes,2,2,9,None,Yes,44.46,No,Yes,DSL,24,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,54.8,452.8,0,0,400.14,852.94
Male,64,No,0,0,66,None,Yes,20.52,Yes,Yes,Cable,10,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,68.75,4447.55,0,0,1354.32,5801.87
Male,35,No,0,0,24,None,Yes,14.39,No,Yes,DSL,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,1210.4,0,0,345.36,1555.76
Male,37,Yes,3,7,57,None,Yes,14.55,No,Yes,DSL,58,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,59.6,3509.4,0,70,829.35,4408.75
Female,76,Yes,0,10,42,None,Yes,42.29,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,95.05,3944.5,0,100,1776.18,5820.68
Male,45,No,0,0,20,Offer D,Yes,45.39,No,Yes,Fiber Optic,24,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-5,1641.3,0,0,907.8,2549.1
Female,67,No,0,0,23,None,Yes,17.62,No,Yes,Fiber Optic,25,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,75.4,1643.55,0,80,405.26,2128.81
Female,62,No,0,0,28,None,Yes,33.84,No,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.6,2244.95,0,0,947.52,3192.47
Female,50,Yes,0,1,70,Offer A,Yes,29.72,Yes,Yes,DSL,12,Yes,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,65.2,4543.15,0,0,2080.4,6623.55
Female,75,No,0,0,28,Offer C,Yes,9.67,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,3152.5,0,0,270.76,3423.26
Female,61,Yes,0,10,34,None,Yes,25.21,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,24.95,894.3,0,0,857.14,1751.44
Male,49,No,0,0,1,Offer E,Yes,30.73,No,Yes,Cable,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,44.05,0,0,30.73,74.78
Female,25,No,0,0,72,Offer A,Yes,48.52,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.45,8013.55,0,90,3493.44,11596.99
Female,74,No,0,0,3,Offer E,Yes,41.44,No,Yes,Fiber Optic,13,No,No,Yes,No,No,No,No,No,One Year,No,Credit Card,75.05,202.9,5.49,10,124.32,331.73
Male,42,Yes,0,5,72,Offer A,Yes,13.59,Yes,Yes,DSL,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,92.3,6719.9,0,0,978.48,7698.38
Female,54,Yes,1,4,67,None,Yes,17.43,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,24.9,1680.25,0,0,1167.81,2848.06
Female,46,No,0,0,11,None,Yes,36.52,No,Yes,Fiber Optic,20,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.4,838.7,0,0,401.72,1240.42
Female,47,Yes,0,0,58,None,Yes,40.16,No,Yes,DSL,20,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,65.25,3791.6,0,110,2329.28,6230.88
Female,45,No,0,0,62,None,Yes,24.03,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,19.2,1123.65,0,0,1489.86,2613.51
Male,49,No,0,0,71,None,Yes,22.22,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,19.9,1355.1,42.18,0,1577.62,2890.54
Female,63,Yes,0,1,30,None,Yes,7.01,Yes,Yes,Fiber Optic,24,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.1,2804.45,0,0,210.3,3014.75
Male,57,No,0,0,72,None,Yes,45.75,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.3,1414.8,0,0,3294,4708.8
Male,55,No,0,0,1,Offer E,Yes,1.48,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.6,20.6,0,0,1.48,22.08
Female,30,No,0,0,5,Offer E,Yes,3.37,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.15,117.95,0,0,16.85,134.8
Male,62,No,2,0,19,None,Yes,36.16,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.85,467.5,0,0,687.04,1154.54
Male,28,No,0,0,8,Offer E,Yes,22.15,No,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.7,168.9,0,0,177.2,346.1
Male,78,Yes,1,10,65,None,Yes,9.68,Yes,Yes,Fiber Optic,23,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.75,5688.45,38.09,0,629.2,6279.56
Male,37,No,0,0,36,None,Yes,12.72,No,No,,,,,,,,,,,One Year,Yes,Credit Card,20.35,695.85,0,0,457.92,1153.77
Female,30,Yes,0,2,42,Offer B,Yes,10.79,Yes,Yes,Cable,41,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.25,2203.65,28.49,0,453.18,2628.34
Male,29,No,0,0,26,None,Yes,6.38,No,No,,,,,,,,,,,One Year,No,Credit Card,19.4,525.55,4.25,0,165.88,687.18
Male,58,No,0,0,9,None,Yes,21.11,No,Yes,Fiber Optic,6,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.6,661.55,0,0,189.99,851.54
Female,68,No,0,0,1,None,Yes,43.61,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,91.3,0,0,43.61,134.91
Male,74,Yes,0,3,37,None,Yes,49.37,Yes,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.5,3473.4,0,0,1826.69,5300.09
Female,55,No,0,0,6,Offer E,Yes,20.36,Yes,Yes,Fiber Optic,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.9,669.45,0,0,122.16,791.61
Female,28,No,0,0,2,None,Yes,15.25,No,Yes,DSL,82,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,60.85,111.4,0,0,30.5,141.9
Male,77,Yes,1,5,71,None,Yes,32.12,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.8,1388.45,0,0,2280.52,3668.97
Male,80,No,0,0,8,None,Yes,14.89,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,560.85,0,0,119.12,679.97
Female,39,Yes,3,2,60,None,No,,,Yes,Cable,51,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.75,3069.45,0,0,0,3069.45
Male,56,Yes,3,2,38,None,Yes,13.67,Yes,Yes,Cable,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,78.95,2862.55,0,0,519.46,3382.01
Female,49,Yes,2,5,58,Offer B,Yes,40.74,No,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,5511.65,0,0,2362.92,7874.57
Male,59,No,0,0,25,None,Yes,25.2,Yes,Yes,Cable,23,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.75,2028.8,0,0,630,2658.8
Male,62,No,0,0,19,Offer D,Yes,46.49,No,Yes,Cable,8,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,61.55,1093.2,0,0,883.31,1976.51
Female,55,Yes,0,9,31,None,Yes,28.8,No,Yes,Cable,15,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,64,1910.75,0,0,892.8,2803.55
Male,24,No,0,0,63,None,Yes,29.58,No,Yes,DSL,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.7,5309.5,0,0,1863.54,7173.04
Female,69,No,0,0,56,None,Yes,46.67,Yes,Yes,Fiber Optic,18,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.85,5219.65,0,0,2613.52,7833.17
Female,35,No,0,0,25,None,Yes,48.42,No,Yes,Fiber Optic,8,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,2369.05,19.5,0,1210.5,3560.05
Female,25,No,0,0,56,Offer B,Yes,24.77,Yes,Yes,Fiber Optic,51,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,106.6,5893.95,0,0,1387.12,7281.07
Male,59,No,0,0,27,None,Yes,18.51,No,Yes,DSL,9,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,50.35,1411.35,0,150,499.77,2061.12
Male,45,Yes,0,5,60,None,Yes,22.22,No,Yes,DSL,16,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,61.35,3766.2,0,0,1333.2,5099.4
Female,33,Yes,2,6,21,Offer D,Yes,38.95,No,Yes,Cable,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.95,926.25,0,0,817.95,1744.2
Male,37,No,0,0,1,Offer E,Yes,48.14,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.8,20.8,0,0,48.14,68.94
Male,59,No,0,0,19,Offer D,Yes,20.26,No,Yes,Fiber Optic,25,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.25,1490.95,0,0,384.94,1875.89
Female,33,No,0,0,7,Offer E,Yes,48.82,Yes,Yes,Cable,19,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,521.1,28.35,0,341.74,834.49
Female,20,No,0,0,25,Offer C,Yes,32.33,Yes,Yes,Fiber Optic,51,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.9,2809.05,0,0,808.25,3617.3
Male,43,No,2,0,22,Offer D,Yes,34.07,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.15,432.5,0,0,749.54,1182.04
Female,23,Yes,0,9,61,Offer B,Yes,13.35,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,24.1,1551.6,0,0,814.35,2365.95
Male,54,Yes,2,8,6,Offer E,Yes,23.73,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.85,138.85,0,0,142.38,281.23
Male,75,Yes,0,1,29,None,Yes,25.78,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,3004.15,37.55,40,747.62,3754.22
Female,72,Yes,0,10,31,Offer C,No,,,Yes,DSL,21,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,Yes,Credit Card,50.4,1580.1,0,0,0,1580.1
Female,39,Yes,0,8,72,None,Yes,11.02,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,94.25,6849.75,0,100,793.44,7743.19
Male,35,No,0,0,3,None,Yes,28.19,No,Yes,Cable,21,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.25,152.3,0,0,84.57,236.87
Male,35,No,0,0,3,None,Yes,9.74,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.3,220.4,0,0,29.22,249.62
Female,53,No,0,0,2,None,No,,,Yes,DSL,18,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.9,59.05,0,0,0,59.05
Female,37,Yes,2,1,41,Offer B,No,,,Yes,Cable,16,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.4,1412.4,0,0,0,1412.4
Male,77,Yes,0,1,36,None,Yes,16.61,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,3436.1,0,0,597.96,4034.06
Male,74,Yes,0,4,49,None,Yes,1.67,No,Yes,DSL,15,No,Yes,No,No,No,No,No,Yes,Two Year,No,Credit Card,49.8,2398.4,0,0,81.83,2480.23
Male,54,Yes,0,10,71,Offer A,Yes,37.69,No,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.25,7291.75,0,0,2675.99,9967.74
Female,35,Yes,0,7,64,Offer B,Yes,35.92,No,Yes,Fiber Optic,11,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99,6375.8,0,0,2298.88,8674.68
Female,29,Yes,1,10,18,Offer D,Yes,35.44,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.25,401.95,0,0,637.92,1039.87
Female,49,Yes,2,6,72,Offer A,Yes,2.71,Yes,Yes,Fiber Optic,20,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,107.45,7576.7,0,0,195.12,7771.82
Male,40,Yes,2,1,58,None,Yes,29.93,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,82.5,4828.05,0,0,1735.94,6563.99
Female,51,No,0,0,7,None,Yes,40.76,Yes,Yes,Fiber Optic,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.55,522.95,47.19,0,285.32,761.08
Male,22,No,0,0,7,None,Yes,45.93,Yes,Yes,Fiber Optic,48,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.2,639.7,0,0,321.51,961.21
Male,35,No,0,0,3,None,Yes,20.37,No,Yes,Cable,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.45,141.7,0,0,61.11,202.81
Male,33,No,0,0,52,Offer B,Yes,5.42,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.05,5364.8,46.67,0,281.84,5599.97
Male,33,Yes,2,1,11,None,Yes,15.73,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.95,267.35,18.17,0,173.03,422.21
Female,56,No,0,0,1,None,Yes,16.99,No,Yes,DSL,8,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.5,49.5,0,30,16.99,96.49
Female,43,No,0,0,33,None,Yes,49.45,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.4,2406.1,0,60,1631.85,4097.95
Female,60,Yes,0,0,52,Offer B,Yes,29.23,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,94.6,5025.8,0,0,1519.96,6545.76
Female,32,Yes,2,3,36,None,Yes,19.73,No,Yes,DSL,19,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.05,1815,0,0,710.28,2525.28
Female,44,No,0,0,1,None,Yes,13.01,No,Yes,DSL,12,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,54.75,54.75,0,0,13.01,67.76
Female,27,Yes,0,2,51,Offer B,Yes,21.07,No,Yes,Fiber Optic,46,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,93.5,4619.55,0,0,1074.57,5694.12
Female,25,Yes,3,6,10,Offer E,Yes,5.59,Yes,Yes,DSL,59,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,73.35,733.5,0,0,55.9,789.4
Female,51,Yes,0,4,31,None,Yes,3.73,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.2,3243.45,17.01,0,115.63,3342.07
Male,59,Yes,3,1,72,None,Yes,44.61,Yes,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,-7,6463.15,0,0,3211.92,9675.07
Female,45,No,0,0,11,None,Yes,48.64,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.75,1129.75,0,0,535.04,1664.79
Male,22,No,0,0,16,Offer D,Yes,4.13,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20,275.7,0,0,66.08,341.78
Male,77,Yes,0,7,30,None,Yes,40.5,Yes,Yes,DSL,8,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,74.85,2181.75,0,0,1215,3396.75
Male,45,No,0,0,72,None,No,,,Yes,Cable,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,65.55,4807.45,0,0,0,4807.45
Female,42,Yes,0,1,13,Offer D,Yes,11.79,Yes,Yes,DSL,29,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.2,981.45,0,0,153.27,1134.72
Female,53,No,0,0,8,Offer E,Yes,48.14,Yes,Yes,DSL,18,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,71.15,563.65,0,0,385.12,948.77
Female,27,No,0,0,19,None,No,,,Yes,DSL,48,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,44.85,893.55,0,0,0,893.55
Female,74,Yes,0,1,38,None,Yes,49.82,Yes,Yes,Fiber Optic,27,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,95,3591.25,0,70,1893.16,5554.41
Male,37,No,0,0,9,None,Yes,8.91,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.25,178.5,0,0,80.19,258.69
Female,34,Yes,1,7,34,Offer C,Yes,49.58,No,Yes,Cable,16,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Mailed Check,60.8,2042.05,0,0,1685.72,3727.77
Male,53,Yes,1,8,71,Offer A,Yes,14.86,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.7,1301.1,0,0,1055.06,2356.16
Female,74,Yes,0,1,3,Offer E,Yes,3.29,No,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.4,224.05,0,0,9.87,233.92
Male,21,Yes,0,1,55,Offer B,Yes,10.61,Yes,Yes,Fiber Optic,76,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.15,5743.05,0,0,583.55,6326.6
Female,42,No,0,0,3,Offer E,Yes,1.64,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,212.4,27.6,0,4.92,189.72
Male,51,No,0,0,48,Offer B,Yes,2.53,Yes,Yes,Cable,6,Yes,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,78.75,3682.45,0,40,121.44,3843.89
Male,27,Yes,0,8,20,Offer D,Yes,46.47,No,No,,,,,,,,,,,One Year,No,Credit Card,20.65,417.5,0,0,929.4,1346.9
Female,79,No,0,0,21,None,Yes,21.15,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1973.75,0,0,444.15,2417.9
Male,35,No,1,0,34,Offer C,Yes,4.28,Yes,Yes,Fiber Optic,16,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.8,3470.8,0,0,145.52,3616.32
Male,70,Yes,1,1,68,Offer A,Yes,20.31,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.65,5683.6,0,0,1381.08,7064.68
Female,51,Yes,0,5,67,None,Yes,22.83,Yes,Yes,Cable,22,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,65.65,4322.85,0,0,1529.61,5852.46
Male,67,Yes,0,1,1,None,Yes,17.36,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,0,30,17.36,121.76
Male,56,Yes,0,7,24,Offer C,Yes,1.02,No,Yes,Cable,3,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,53.6,1315.35,0,120,24.48,1459.83
Male,42,Yes,0,1,39,None,Yes,35.7,No,Yes,DSL,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80,3182.95,0,0,1392.3,4575.25
